X_mm,Z_mm,path_index
-104.007,124.964,0
-104.111,125.251,0
-104.227,125.569,0
-104.385,126.000,0
-104.554,126.458,0
-104.672,126.778,0
-104.794,127.111,0
-104.814,127.163,0
-104.879,127.340,0
-104.969,127.585,0
-105.122,128.000,0
-105.269,128.400,0
-105.408,128.778,0
-105.521,129.084,0
-105.599,129.297,0
-105.655,129.449,0
-105.727,129.624,0
-105.856,129.965,0
-106.044,130.400,0
-106.218,130.828,0
-106.316,131.048,0
-106.390,131.222,0
-106.416,131.279,0
-106.557,131.593,0
-106.723,131.941,0
-106.955,132.436,0
-107.089,132.707,0
-107.167,132.866,0
-107.245,133.022,0
-107.348,133.230,0
-107.537,133.609,0
-107.731,134.000,0
-107.856,134.253,0
-107.965,134.471,0
-108.066,134.671,0
-108.171,134.871,0
-108.393,135.253,0
-108.593,135.602,0
-108.754,135.871,0
-108.818,135.973,0
-108.930,136.130,0
-109.084,136.364,0
-109.307,136.705,0
-109.485,136.979,0
-109.616,137.179,0
-109.736,137.379,0
-109.952,137.698,0
-110.073,138.036,0
-110.248,138.562,0
-110.243,138.803,0
-110.288,139.531,0
-110.254,139.600,0
-109.981,139.972,0
-109.846,140.123,0
-109.652,140.201,0
-109.200,140.382,0
-108.786,140.559,0
-108.556,140.657,0
-108.365,140.739,0
-108.096,140.854,0
-108.024,140.885,0
-107.600,141.066,0
-107.135,141.266,0
-106.800,141.409,0
-106.393,141.583,0
-106.380,141.589,0
-106.071,141.799,0
-105.934,141.883,0
-105.666,142.149,0
-105.566,142.295,0
-105.566,142.418,0
-105.573,142.464,0
-105.775,142.623,0
-105.980,142.823,0
-106.088,143.331,0
-106.211,143.525,0
-106.400,143.880,0
-106.460,143.953,0
-106.627,144.124,0
-106.781,144.411,0
-106.912,144.714,0
-106.973,145.226,0
-107.079,145.622,0
-107.101,146.000,0
-107.158,146.209,0
-107.190,146.417,0
-107.395,146.432,0
-107.600,146.458,0
-107.832,146.449,0
-108.088,146.441,0
-108.288,146.348,0
-108.488,146.254,0
-108.856,146.082,0
-109.200,145.922,0
-109.460,145.800,0
-109.744,145.667,0
-109.944,145.574,0
-110.144,145.480,0
-110.484,145.322,0
-110.800,145.174,0
-111.088,145.039,0
-111.400,144.894,0
-111.600,144.800,0
-111.800,144.707,0
-112.180,144.453,0
-112.439,144.279,0
-112.791,144.009,0
-112.801,144.001,0
-112.860,143.734,0
-112.927,143.600,0
-113.103,143.204,0
-113.296,142.942,0
-113.704,142.824,0
-114.020,142.658,0
-114.400,142.779,0
-114.800,142.826,0
-115.047,142.997,0
-115.273,143.153,0
-115.473,143.274,0
-115.673,143.405,0
-116.001,143.605,0
-116.321,143.805,0
-116.521,143.928,0
-116.721,144.048,0
-116.945,144.172,0
-117.200,144.316,0
-117.556,144.501,0
-117.884,144.668,0
-118.084,144.764,0
-118.284,144.852,0
-118.528,144.967,0
-118.800,145.090,0
-119.180,145.269,0
-119.543,145.438,0
-119.743,145.533,0
-119.943,145.627,0
-120.163,145.728,0
-120.400,145.838,0
-120.800,146.021,0
-121.236,146.221,0
-121.447,146.317,0
-121.615,146.393,0
-121.693,146.429,0
-121.979,146.559,0
-122.351,146.727,0
-122.833,146.959,0
-123.101,147.081,0
-123.277,147.163,0
-123.407,147.226,0
-123.638,147.355,0
-124.078,147.599,0
-124.406,147.788,0
-124.772,147.993,0
-124.792,148.005,0
-124.956,148.128,0
-125.174,148.267,0
-125.521,148.498,0
-125.791,148.675,0
-125.991,148.803,0
-126.191,148.935,0
-126.470,149.093,0
-126.831,149.303,0
-127.132,149.459,0
-127.305,149.552,0
-127.432,149.609,0
-127.676,149.717,0
-127.997,149.859,0
-128.400,150.037,0
-128.787,150.192,0
-129.068,150.315,0
-129.304,150.414,0
-129.434,150.469,0
-129.641,150.516,0
-129.985,150.629,0
-130.400,150.727,0
-130.800,150.825,0
-131.200,150.929,0
-131.595,151.025,0
-131.953,151.120,0
-132.144,151.167,0
-132.268,151.200,0
-132.534,151.271,0
-132.732,151.322,0
-133.176,151.439,0
-133.600,151.547,0
-134.000,151.649,0
-134.400,151.751,0
-134.786,151.849,0
-135.117,151.934,0
-135.296,151.979,0
-135.377,152.000,0
-135.699,152.082,0
-135.898,152.133,0
-136.371,152.253,0
-136.800,152.355,0
-137.200,152.462,0
-137.600,152.547,0
-137.961,152.641,0
-138.318,152.719,0
-138.509,152.771,0
-138.622,152.799,0
-138.943,152.884,0
-139.174,152.945,0
-139.621,153.062,0
-140.000,153.157,0
-140.400,153.263,0
-140.815,153.370,0
-141.200,153.472,0
-141.398,153.524,0
-141.641,153.588,0
-141.683,153.600,0
-142.091,153.711,0
-142.336,153.778,0
-142.816,153.908,0
-143.200,154.012,0
-143.574,154.114,0
-144.031,154.238,0
-144.274,154.304,0
-144.626,154.400,0
-144.717,154.425,0
-144.966,154.492,0
-145.200,154.556,0
-145.571,154.657,0
-146.018,154.779,0
-146.457,154.898,0
-146.800,154.991,0
-147.118,155.075,0
-147.382,155.145,0
-147.605,155.199,0
-147.824,155.252,0
-148.102,155.314,0
-148.400,155.380,0
-148.767,155.460,0
-149.190,155.551,0
-149.600,155.634,0
-149.976,155.711,0
-150.385,155.794,0
-150.800,155.872,0
-151.008,155.924,0
-151.291,155.975,0
-151.378,155.998,0
-151.723,156.094,0
-151.940,156.161,0
-152.399,156.286,0
-152.800,156.405,0
-153.203,156.521,0
-153.613,156.615,0
-154.000,156.700,0
-154.221,156.736,0
-154.500,156.780,0
-154.624,156.800,0
-154.956,156.852,0
-155.268,156.897,0
-155.600,156.947,0
-155.965,157.009,0
-156.385,157.070,0
-156.800,157.170,0
-157.200,157.253,0
-157.688,157.396,0
-157.968,157.473,0
-158.398,157.600,0
-158.399,157.600,0
-158.628,157.649,0
-158.800,157.695,0
-159.153,157.769,0
-159.580,157.866,0
-160.000,157.934,0
-160.400,158.008,0
-160.800,158.057,0
-161.215,158.117,0
-161.644,158.165,0
-162.000,158.203,0
-162.341,158.238,0
-162.800,158.282,0
-163.049,158.305,0
-163.600,158.357,0
-163.714,158.367,0
-164.027,158.396,0
-164.066,158.400,0
-164.516,158.442,0
-164.911,158.479,0
-165.200,158.505,0
-165.673,158.549,0
